iter	Logloss
228	0.2323604944
229	0.2320941891
230	0.2318205973
231	0.2314723281
232	0.2311886742
233	0.2309495534
234	0.2304579461
235	0.2299931769
236	0.2294326378
237	0.2291616186
238	0.2288326606
239	0.2286245888
240	0.2282692582
241	0.2278165187
242	0.2272133076
243	0.2269606043
244	0.2266106839
245	0.2261296148
246	0.2257286045
247	0.2254028506
248	0.2251143073
249	0.2249439104
250	0.2246518341
251	0.2243460977
252	0.2241983269
253	0.2239698934
254	0.2238171469
255	0.2234636664
256	0.2231626765
257	0.2227202859
258	0.2224859453
259	0.2223271757
260	0.2221004053
261	0.2216419545
262	0.221292946
263	0.2209882383
264	0.2206416769
265	0.2203670797
266	0.2200837541
267	0.2198850961
268	0.2194630314
269	0.2191787645
270	0.2189622888
271	0.2188434813
272	0.2184612224
273	0.2182826558
274	0.2181097398
275	0.2179091553
276	0.2174111777
277	0.2170581048
278	0.2166470518
279	0.2162682291
280	0.216096599
281	0.2156427423
282	0.215315837
283	0.2151375698
284	0.2148060826
285	0.2144465983
286	0.2143237911
287	0.2140124076
288	0.2139084652
289	0.2135818008
290	0.2133376078
291	0.213175412
292	0.2127647495
293	0.2124996704
294	0.2122159629
295	0.2121323535
296	0.2119745715
297	0.2118251645
298	0.2115793319
299	0.2112613201
300	0.211065004
301	0.2108060234
302	0.2105800331
303	0.2101468284
304	0.2099084822
305	0.2096219589
306	0.2094598697
307	0.2092226361
308	0.2089855443
309	0.2087322926
310	0.2083920751
311	0.2083286161
312	0.2081375528
313	0.2079638198
314	0.2076262909
315	0.2074089878
316	0.2070057241
317	0.2068342348
318	0.2066313516
319	0.2064333577
320	0.2061053921
321	0.2059878943
322	0.2058449429
323	0.2057219139
324	0.2053992606
325	0.2052060241
326	0.2051174626
327	0.2048707589
328	0.2044424481
329	0.2042611582
330	0.2038861857
331	0.20385108
332	0.2035312478
333	0.2032741712
334	0.2030340248
335	0.2028695702
336	0.2026893569
337	0.202514904
338	0.2022251107
339	0.2019610432
340	0.2016822559
341	0.2015100225
342	0.2013939894
343	0.2012454631
344	0.2009827051
345	0.200809755
346	0.2006978173
347	0.2005064825
348	0.2003404558
349	0.1999626903
350	0.1998205746
351	0.1997038948
352	0.1995272998
353	0.1994461013
354	0.1992589789
355	0.1991238521
356	0.1987786058
357	0.1986843962
358	0.1986019298
359	0.1984136742
360	0.1979303686
361	0.1977082963
362	0.1975921537
363	0.1974764369
364	0.1972781594
365	0.1971053657
366	0.1970209282
367	0.1967269378
368	0.1966523085
369	0.1964126153
370	0.196258305
371	0.1960880852
372	0.1960473695
373	0.1957889553
374	0.1955965299
375	0.1953867763
376	0.1951334872
377	0.1948639837
378	0.1946169019
379	0.1944590329
380	0.1942865762
381	0.1941009863
382	0.1939893212
383	0.1938106103
384	0.1935548317
385	0.1933830831
386	0.1932141417
387	0.1930286673
388	0.1928533831
389	0.1927940366
390	0.1926238813
391	0.1924759522
392	0.1921619354
393	0.1920115606
394	0.1919191296
395	0.191685518
396	0.1914784398
397	0.1913978292
398	0.1912107959
399	0.1911367331
400	0.1909601985
401	0.1908374335
402	0.1907515134
403	0.1905900099
404	0.1904196573
405	0.1901529003
406	0.1900021808
407	0.1898041617
408	0.1897130434
409	0.1896025
410	0.1894831754
411	0.1893468082
412	0.1892835864
413	0.1890756052
414	0.1888249617
415	0.1887856431
416	0.1886274583
417	0.1884714651
418	0.1881883517
419	0.1880578741
420	0.1878764077
421	0.1876918617
422	0.1873358107
423	0.1871832898
424	0.1870526857
425	0.1869912704
426	0.1867547516
427	0.1864373366
428	0.1861722301
429	0.1861297049
430	0.1857826647
431	0.1856220365
432	0.1853469266
433	0.1852159196
434	0.1850576523
435	0.1849118032
436	0.184592234
437	0.1845494759
438	0.184440898
439	0.1842716133
440	0.1841534778
441	0.1840085756
442	0.1837982525
443	0.1837405261
444	0.1834280675
445	0.183224685
446	0.1831824555
447	0.1830158099
448	0.1828813073
449	0.1826568338
450	0.1824520541
451	0.1822978918
452	0.1819830427
453	0.1818062975
454	0.181597803
455	0.1814179814
456	0.1812820039
457	0.1811364622
458	0.1811135591
459	0.1810949235
460	0.1809691049
461	0.1808094615
462	0.1806746983
463	0.1804543484
464	0.1803609447
465	0.1801985432
466	0.1801428864
467	0.1800203629
468	0.1797925702
469	0.1796714132
470	0.1794712592
471	0.1792788445
472	0.1792145884
473	0.1790711072
474	0.1788574869
475	0.1786755948
476	0.1784588171
477	0.1783934192
478	0.1782957224
479	0.1780724257
480	0.1778625684
481	0.1775926651
482	0.1774385664
483	0.1772399339
484	0.1770819392
485	0.176989825
486	0.1767855582
487	0.176555706
488	0.1763965929
489	0.1761748807
490	0.1761552904
491	0.1761169017
492	0.1759727475
493	0.1758155952
494	0.1757361728
495	0.175610727
496	0.1755129534
497	0.1754185023
498	0.1752040523
499	0.1748877781
500	0.1747105296
501	0.1746381725
502	0.1745662343
503	0.1742751679
504	0.1741581447
505	0.1740386249
506	0.1738963747
507	0.173773528
508	0.1735732135
509	0.1734556051
510	0.1732098025
511	0.1730172746
512	0.1729679098
513	0.1728855425
514	0.1728098668
515	0.1727068688
516	0.1725460306
517	0.1723965353
518	0.1722765908
519	0.1719662779
520	0.1718882503
521	0.1717627444
522	0.1717140899
523	0.1716033528
524	0.1715323377
525	0.1714593265
526	0.1713223521
527	0.171252599
528	0.1711491764
529	0.1709595478
530	0.1708600827
531	0.1707356524
532	0.1705977892
533	0.1703610511
534	0.1703371585
535	0.170188309
536	0.1700145829
537	0.1698407544
538	0.1697384883
539	0.1696623372
540	0.1695689729
541	0.1694760022
542	0.1694159932
543	0.1692788558
544	0.1691195201
545	0.1690894009
546	0.1689662011
547	0.1688322078
548	0.1687566722
549	0.168624482
550	0.168465254
551	0.1683373727
552	0.1682033073
553	0.1680695403
554	0.1680385123
555	0.1679228645
556	0.167872201
557	0.1677879573
558	0.1677101261
559	0.1676691798
560	0.1674132011
561	0.1673615869
562	0.167160137
563	0.1670444828
564	0.1669066714
565	0.1667790749
566	0.1666676698
567	0.1666001931
568	0.1665011212
569	0.166336726
570	0.1662729588
571	0.1661649399
572	0.1660453867
573	0.1658671921
574	0.1657236529
575	0.1654800421
576	0.1653410153
577	0.165291495
578	0.1651138245
579	0.1650330711
580	0.1649559394
581	0.1648571491
582	0.1647709709
583	0.1646861457
584	0.1645073875
585	0.1643591213
586	0.1642610397
587	0.1640899654
588	0.1640108764
589	0.1639025336
590	0.1638069691
591	0.163694863
592	0.163659828
593	0.1635928065
594	0.1634666368
595	0.1633782436
596	0.1633200479
597	0.1631771616
598	0.1630757303
599	0.1629195008
600	0.1627860293
601	0.1625865568
602	0.162490676
603	0.1623560664
604	0.1623151948
605	0.1622046603
606	0.162041204
607	0.1618906209
608	0.1617873545
609	0.1617264409
610	0.1616800017
611	0.1616582667
612	0.1613918433
613	0.1613442136
614	0.1611396144
615	0.1609516482
616	0.1608666408
617	0.160687721
618	0.1606128983
619	0.1605212381
620	0.1602670852
621	0.1601699692
622	0.160167478
623	0.160040126
624	0.1600257155
625	0.1597574529
626	0.1595874907
627	0.1593997178
628	0.1593166778
629	0.1591800767
630	0.1590360099
631	0.1587833569
632	0.1586228292
633	0.158504809
634	0.1584393721
635	0.1583465435
636	0.1582922987
637	0.1582755548
638	0.1582061455
639	0.1580819834
640	0.1580350912
641	0.1579269714
642	0.1578351775
643	0.1577046684
644	0.1575842865
645	0.157447596
646	0.1572883513
647	0.1572108845
648	0.1571418081
649	0.1570080756
650	0.1569522851
651	0.1568094765
652	0.1567556031
653	0.1566384026
654	0.1564031795
655	0.1563139125
656	0.1562060551
657	0.1561321722
658	0.1560530424
659	0.1559355774
660	0.1558273377
661	0.1557446855
662	0.1555312617
663	0.1553586809
664	0.1551794338
665	0.1551245259
666	0.1549912353
667	0.154909364
668	0.154765247
669	0.1547064264
670	0.1546408667
671	0.1546094852
672	0.1545420817
673	0.1545053359
674	0.154460208
675	0.154342529
676	0.154178429
677	0.1540847945
678	0.1539398769
679	0.1537721061
680	0.1537286776
681	0.1536669587
682	0.1535362423
683	0.1534462332
684	0.1532579642
685	0.153109015
686	0.1530086908
687	0.1527862052
688	0.1527138999
689	0.1525403025
690	0.1524881143
691	0.1523497982
692	0.1523428692
693	0.1522117127
694	0.1520685098
695	0.1519520831
696	0.1517532933
697	0.151709416
698	0.1516609064
699	0.1515705138
700	0.1513373797
701	0.1513085
702	0.1510491881
703	0.1510050729
704	0.1508799737
705	0.150804924
706	0.1507685773
707	0.1506131529
708	0.1505578834
709	0.1504159248
710	0.1503443106
711	0.1501635887
712	0.15014976
713	0.1500710009
714	0.1500164901
715	0.1498765649
716	0.1497347242
717	0.1495326241
718	0.1494771768
719	0.1493825446
720	0.1492549425
721	0.1491871979
722	0.1490471888
723	0.148997952
724	0.1489113717
725	0.1488081181
726	0.1486262362
727	0.1486006865
728	0.1485483093
729	0.1484413077
730	0.148290126
731	0.14805478
732	0.1479232107
733	0.1478391347
734	0.1476728016
735	0.1475864579
736	0.1474789028
737	0.1473520943
738	0.1471406807
739	0.1470119636
740	0.146867234
741	0.1466773652
742	0.1465407828
743	0.1464350757
744	0.1463211455
745	0.1462514251
746	0.1462134616
747	0.1461319914
748	0.1460494487
749	0.1458653992
750	0.1456022517
751	0.1455690158
752	0.1454549676
753	0.145399903
754	0.1453290037
755	0.1453058192
756	0.1452687123
757	0.1451705931
758	0.1451055644
759	0.1449738065
760	0.1448967833
761	0.1448200139
762	0.1447578154
763	0.1446600288
764	0.1445755008
765	0.1444696521
766	0.1444494244
767	0.1443614513
768	0.1442636188
769	0.1441232346
770	0.1440342848
771	0.143967379
772	0.1438759539
773	0.1438002828
774	0.1437451245
775	0.1436304546
776	0.143539253
777	0.1434279913
778	0.1433822984
779	0.1433391333
780	0.1433292919
781	0.1432179755
782	0.1431428653
783	0.1431070198
784	0.1429923204
785	0.1429551278
786	0.1428580768
787	0.1427532818
788	0.1425837396
789	0.1425051806
790	0.1424636941
791	0.1423975854
792	0.1423563193
793	0.1423385673
794	0.1422388841
795	0.1421937354
796	0.1421032344
797	0.1420164635
798	0.1419745747
799	0.1418822131
800	0.1418238637
801	0.141628515
802	0.1415917054
803	0.1414702002
804	0.1414338982
805	0.1413633543
806	0.1413206912
807	0.141262593
808	0.1411567305
809	0.1411133798
810	0.1410094488
811	0.1409994642
812	0.1408238538
813	0.1406527889
814	0.1405754121
815	0.1403812149
816	0.1403168816
817	0.1402401986
818	0.1401945777
819	0.1400985879
820	0.1398840378
821	0.1397765387
822	0.1396652427
823	0.1394522018
824	0.1393799715
825	0.1393513511
826	0.1393111887
827	0.1392122931
828	0.1391120687
829	0.1390684635
830	0.1388954314
831	0.1388565734
832	0.1387795306
833	0.1386405272
834	0.1385762741
835	0.1385581949
836	0.1385218
837	0.1384770499
838	0.1384602356
839	0.1384255215
840	0.1383904585
841	0.1383124903
842	0.1382482952
843	0.1380594534
844	0.1379181585
845	0.1378377532
846	0.1377261039
847	0.1374997126
848	0.1374707302
849	0.1373366175
850	0.1372705913
851	0.1371258976
852	0.137028022
853	0.1368708064
854	0.1368248357
855	0.1367273912
856	0.1366855188
857	0.1366150766
858	0.1365418663
859	0.1364875941
860	0.1364194204
861	0.1363648069
862	0.136277957
863	0.1362026104
864	0.1361586905
865	0.1361498277
866	0.1360818763
867	0.1359568728
868	0.1359532137
869	0.1357952146
870	0.1356513861
871	0.1355550798
872	0.1354992547
873	0.1354800778
874	0.1354398525
875	0.1354317058
876	0.1353510681
877	0.1351907533
878	0.1351430415
879	0.1350980634
880	0.1350391432
881	0.1348693584
882	0.1348054188
883	0.1347830987
884	0.134729891
885	0.134636543
886	0.1345738155
887	0.1345692196
888	0.1345104781
889	0.1344901016
890	0.1344414534
891	0.1343943235
892	0.1343663964
893	0.1342577506
894	0.134239993
895	0.1341786678
896	0.1340925742
897	0.1340143209
898	0.1339099403
899	0.1337646435
900	0.1336975597
901	0.1336015249
902	0.1335653936
903	0.1335140048
904	0.1334071219
905	0.1333645915
906	0.1332623573
907	0.1331366873
908	0.1330870303
909	0.1329655412
910	0.1329224264
911	0.1328739141
912	0.1328697221
913	0.1328108877
914	0.1327390868
915	0.1326441178
916	0.1326367138
917	0.1325692322
918	0.1325449664
919	0.1325376803
920	0.1325082454
921	0.1324521892
922	0.1324240651
923	0.1323705971
924	0.1322545356
925	0.1322126242
926	0.132171899
927	0.1320541773
928	0.1319906512
929	0.1318706822
930	0.1318081169
931	0.1317236766
932	0.1317005483
933	0.1316456963
934	0.1315897288
935	0.1315133421
936	0.1314519343
937	0.1313962895
938	0.1312845855
939	0.1312173254
940	0.1311507826
941	0.1310656631
942	0.1310590547
943	0.1309885613
944	0.1308692407
945	0.1308259363
946	0.1307224416
947	0.1306218273
948	0.1305416577
949	0.1305097314
950	0.1304666314
951	0.1304594049
952	0.1304206052
953	0.130396452
954	0.1303567276
955	0.1302947934
956	0.1302772179
957	0.130134966
958	0.1301087394
959	0.1299957039
960	0.1299543936
961	0.1298800151
962	0.1298475443
963	0.1297942807
964	0.1297552554
965	0.1297015858
966	0.1296139989
967	0.1295143566
968	0.1294386155
969	0.1293800517
970	0.1293517691
971	0.1293124691
972	0.1292799289
973	0.1292358005
974	0.1291415754
975	0.1291015121
976	0.1290499847
977	0.1290062541
978	0.1289564316
979	0.1288596456
980	0.1287463491
981	0.1287035295
982	0.1286839957
983	0.1285884969
984	0.128467811
985	0.1283892968
986	0.1282806337
987	0.1282144515
988	0.1281371754
989	0.128090291
990	0.128001595
991	0.1279681515
992	0.1278552775
993	0.1277991426
994	0.1277928227
995	0.1277248747
996	0.1276579256
997	0.1275913753
998	0.1275542404
999	0.1273497034
